,species,n,col.n,empirical_type_raw,empirical_type_curated,extrapolated_type,sd_col,mean_col
10412,Pinus yunnanensis,1,0,EcM,EcM,EcM,NA,NA
10413,Piper,4,0,NM-AM,NM-AM,NM-AM,NA,NA
10414,Piper amalago,1,0,AM,AM,NM-AM,NA,NA
10415,Piper betle,1,1,AM,AM,NM-AM,NA,0.586231455
10416,Piper biseriatum,1,1,AM,AM,NM-AM,NA,-2.644895071
10417,Piper epigynium,1,1,AM,AM,NM-AM,NA,-0.766172349
10418,Piper gibbosum,1,1,,,NM-AM,NA,-3.663561646
10419,Piper glabrescens,1,1,AM,AM,NM-AM,NA,-1.658039101
10420,Piper hancei,1,0,NM,,NM-AM,NA,NA
10421,Piper hispidum,1,1,AM,AM,NM-AM,NA,-2.09115643
10422,Piper hostmannianum,1,0,AM,AM,NM-AM,NA,NA
10423,Piper kadsura,1,0,NM,,NM-AM,NA,NA
10424,Piper lanceaefolium,1,1,AM,AM,NM-AM,NA,-0.521245608
10425,Piper longum,7,3,AM,AM,NM-AM,0.357262424,0.464308266
10426,Piper nigrum,5,1,NM-AM,AM,NM-AM,NA,0.997008461
10427,Piper otophorum,1,1,AM,AM,NM-AM,NA,-2.561365082
10428,Piper sarmentosum,2,0,AM,AM,NM-AM,NA,NA
10429,Piper subsessilifolium,1,1,AM,AM,NM-AM,NA,-2.304278565
10430,Piper umbellatum,1,1,AM,AM,NM-AM,NA,-1.536806468
10431,Piptadenia gonoacantha,1,1,AM,AM,AM,NA,-2.873089317
10432,Piptadeniastrum africanum,4,1,AM,AM,AM,NA,0.504430718
10433,Piptatherum alpestre,4,4,AM,AM,AM,0.703497021,-0.245141863
10434,Piptatherum miliaceum,1,0,AM,AM,AM,NA,NA
10435,Piptatherum pamiralaicum,1,1,AM,AM,AM,NA,-0.417149001
10436,Piptocarpha axillaris,2,2,AM,AM,AM,0,1.992430165
10437,Pipturus albidus,4,4,AM,AM,AM,1.263846886,-2.256705126
10438,Pipturus argenteus,1,0,AM,,AM,NA,NA
10439,Piranhea mexicana,1,0,AM,AM,AM,NA,NA
10440,Piriqueta cistoides,1,0,AM,AM,AM,NA,NA
10441,Pisonia,2,0,EcM,EcM,species-specific: EcM or NM-AM,NA,NA
10442,Pisonia aculeata,1,1,AM,AM,species-specific: EcM or NM-AM,NA,-0.8001193
10443,Pisonia grandis,4,0,NM-EcM,EcM,species-specific: EcM or NM-AM,NA,NA
10444,Pisonia sechellarum,1,0,AM,AM,species-specific: EcM or NM-AM,NA,NA
10445,Pisonia subcordata,1,0,EcM-AM,EcM-AM,species-specific: EcM or NM-AM,NA,NA
10446,Pisonia umbellifera,4,3,NM-AM,NM-AM,species-specific: EcM or NM-AM,1.679222417,-1.95844091
10447,Pistacia atlantica,1,0,AM,AM,AM,NA,NA
10448,Pistacia chinensis,3,0,EcM-AM,AM,AM,NA,NA
10449,Pistacia lentiscus,3,0,AM,AM,AM,NA,NA
10450,Pistacia palaestina,1,0,AM,AM,AM,NA,NA
10451,Pistacia terebinthus,3,1,EcM-AM,AM,AM,NA,2.186162518
10452,Pistacia vera,2,1,AM,AM,AM,NA,0.694471028
10453,Pistia stratiotes,7,3,NM,NM,NM,0,-3.663561646
10454,Pisum sativum,6,5,AM,AM,AM,1.58806134,0.684573436
10455,Pisum sativum subsp. sativum,1,1,AM,AM,AM,NA,3.634649546
10456,Pitcairnia,1,0,NM,,NM-AM,NA,NA
10457,Pithecellobium,5,0,AM,AM,AM,NA,NA
10458,Pithecellobium dulce,5,1,AM,AM,AM,NA,0.528786337
10459,Pithecellobium splendens,2,0,AM,AM,AM,NA,NA
10460,Pittocaulon praecox,2,0,NM-AM,AM,AM,NA,NA
10461,Pittosporopsis kerrii,3,0,AM,AM,AM,NA,NA
10462,Pittosporum eugenioides,1,0,NM,,AM,NA,NA
10463,Pittosporum gayanum,1,1,AM,AM,AM,NA,-3.078568279
10464,Pittosporum illicioides,1,0,EcM-AM,,AM,NA,NA
10465,Pittosporum pentandrum,1,0,AM,AM,AM,NA,NA
10466,Pittosporum rubiginosum,1,0,AM,AM,AM,NA,NA
10467,Pittosporum tenuifolium,1,0,NM,,AM,NA,NA
10468,Pittosporum tobira,4,0,NM-AM,AM,AM,NA,NA
10469,Pittosporum undulatum,1,0,,,AM,NA,NA
10470,Pityopsis graminifolia,1,0,AM,AM,AM,NA,NA
10471,Pityopus californica,1,0,EcM,EcM,EcM,NA,NA
10472,Pityrodia jamesii,1,0,AM,AM,AM,NA,NA
10473,Pityrodia quadrangulata,1,0,AM,AM,AM,NA,NA
10474,Pityrogramma calomelanos,3,3,AM,AM,AM,0.515123639,0.800556705
10475,Pityrogramma ebenea,1,0,NM,,AM,NA,NA
10476,Pityrogramma trifoliata,1,0,AM,,AM,NA,NA
10477,Placodiscus,1,0,AM,AM,AM,NA,NA
10478,Placospermum coriaceum,1,0,NM,NM,NM,NA,NA
10479,Plagiobothrys figuratus,1,0,AM,AM,AM,NA,NA
10480,Plagiogyria adnata,3,1,AM,AM,AM,NA,1.00862003
10481,Plagiosiphon,1,0,AM,AM,AM,NA,NA
10482,Plagiosiphon longitubus,1,1,AM,AM,AM,NA,-0.464157559
10483,Plagiosiphon multijugus,1,1,AM,AM,AM,NA,-0.464157559
10484,Planchonella,1,0,AM,AM,AM,NA,NA
10485,Planchonella chartacea,1,0,AM,AM,AM,NA,NA
10486,Planchonella obovata,1,0,AM,AM,AM,NA,NA
10487,Planchonella sandwicensis,3,3,AM,AM,AM,0.420091794,-1.811904085
10488,Planchonia careya,1,0,AM,AM,AM,NA,NA
10489,Plantae,1,0,AM,AM,NA,NA,NA
10490,Plantago,1,1,AM,AM,AM,NA,-1.29504569
10491,Plantago afra,4,0,AM,AM,AM,NA,NA
10492,Plantago argentina,2,0,AM,AM,AM,NA,NA
10493,Plantago asiatica,4,1,AM,AM,AM,NA,-0.190574699
10494,Plantago atrata,16,14,NM-AM,AM,AM,0.527291763,3.001120714
10495,Plantago atrata subsp. spadicea,1,0,AM,AM,AM,NA,NA
10496,Plantago australis,2,2,AM,AM,AM,2.303586772,-1.244207489
10497,Plantago cornuti,2,2,AM,AM,AM,0.007454492,3.617414784
10498,Plantago coronopus,3,0,AM,AM,AM,NA,NA
10499,Plantago debilis,1,0,AM,AM,AM,NA,NA
10500,Plantago drummondii,2,0,AM,AM,AM,NA,NA
10501,Plantago erecta,2,2,AM,AM,AM,0.119366408,1.908025368
10502,Plantago glabrifolia,1,1,AM,AM,AM,NA,1.752734218
10503,Plantago hispidula,1,1,AM,AM,AM,NA,-0.627842082
10504,Plantago indica,2,1,NM-AM,AM,AM,NA,-3.078568279
10505,Plantago lanceolata,43,16,NM-AM,AM,AM,2.176599125,1.250630909
10506,Plantago major,31,15,NM-AM,AM,AM,2.162633251,1.273048259
10507,Plantago maritima,18,7,NM-AM,AM,AM,2.750695447,0.810854766
10508,Plantago maxima,1,1,AM,AM,AM,NA,3.658534285
10509,Plantago media,21,12,AM,AM,AM,1.829342311,2.802384216
10510,Plantago minuta,1,1,AM,AM,AM,NA,0.190574699
10511,Plantago montana,6,6,AM,AM,AM,1.44943773,1.57910472
10512,Plantago princeps,1,1,AM,AM,AM,NA,-2.873089317
10513,Plantago rugelii,2,2,AM,AM,AM,0,-0.384674338
10514,Plantago tomentosa,2,2,AM,AM,AM,2.303586772,-1.244207489
10515,Platanthera bifolia,12,0,OM,OM,OM,NA,NA
10516,Platanthera chlorantha,9,0,OM,OM,OM,NA,NA
10517,Platanthera hyperborea,1,0,OM,OM,OM,NA,NA
10518,Platanthera leucophaea,1,0,OM,OM,OM,NA,NA
10519,Platanthera obtusata,1,0,OM,OM,OM,NA,NA
10520,Platanthera stricta,1,0,AM,,OM,NA,NA
10521,Platanus acerifolia,1,0,AM,,AM,NA,NA
10522,Platanus occidentalis,2,0,EcM-AM,AM,AM,NA,NA
10523,Platanus orientalis,2,1,AM,AM,AM,NA,3.658534285
10524,Plathymenia foliolosa,2,1,AM,AM,AM,NA,-3.331686778
10525,Platonia insignis,1,1,AM,AM,AM,NA,2.873089317
10526,Platostoma palustre,1,0,AM,AM,AM,NA,NA
10527,Platycarya longipes,1,0,EcM,,uncertain,NA,NA
10528,Platycarya strobilacea,3,0,EcM-AM,,uncertain,NA,NA
10529,Platycladus orientalis,9,2,EcM-AM,AM,AM,0.038960816,0.412223795
10530,Platycodon grandiflorus,1,0,AM,AM,AM,NA,NA
10531,Platycyamus regnellii,3,1,NM-AM,AM,AM,NA,-3.331686778
10532,Platylobium formosum,1,0,EcM,EcM,EcM-AM,NA,NA
10533,Platylobium obtusangulum,3,0,EcM-AM,,EcM-AM,NA,NA
10534,Platylophus trifoliatus,2,0,NM-AM,AM,AM,NA,NA
10535,Platymiscium trinitatis,1,0,AM,AM,AM,NA,NA
10536,Platypodium elegans,3,1,NM-AM,AM,AM,NA,-3.078568279
10537,Platysace heterophylla,1,0,EcM,,EcM-AM,NA,NA
10538,Platysace linearifolia,1,0,EcM,,EcM-AM,NA,NA
10539,Platystele microtatantha,1,0,NM,,OM,NA,NA
10540,Plectranthus amboinicus,1,0,AM,,AM,NA,NA
10541,Plectranthus barbatus,1,1,AM,AM,AM,NA,0.586231455
10542,Plectranthus mollis,1,0,AM,AM,AM,NA,NA
10543,Plectranthus parviflorus,1,1,AM,AM,AM,NA,-2.028917948
10544,Plectranthus rotundifolius,1,0,AM,AM,AM,NA,NA
10545,Plectranthus scutellarioides,2,0,AM,AM,AM,NA,NA
10546,Plectranthus vettiveroides,1,0,,,AM,NA,NA
10547,Plectrocarpa tetracantha,1,0,AM,,NM-AM,NA,NA
10548,Pleioblastus simonii,1,0,AM,AM,AM,NA,NA
10549,Pleiocarpa rostrata,1,0,AM,AM,AM,NA,NA
10550,Pleioluma brownlessiana,1,0,AM,AM,AM,NA,NA
10551,Pleiospermium alatum,1,0,,,uncertain,NA,NA
10552,Pleocnemia winitii,1,0,AM,AM,AM,NA,NA
10553,Pleopeltis crassinervata,1,0,NM,,NM,NA,NA
10554,Pleopeltis hookeri,1,0,NM,,NM,NA,NA
10555,Pleopeltis lepidotricha,1,0,AM,,NM,NA,NA
10556,Pleopeltis macrocarpa,3,0,NM,NM,NM,NA,NA
10557,Pleopeltis mexicana,1,0,NM,NM,NM,NA,NA
10558,Pleopeltis plebeia,1,0,NM,NM,NM,NA,NA
10559,Pleopeltis polypodioides,2,0,NM,NM,NM,NA,NA
10560,Pleopeltis pycnocarpa,1,0,AM,,NM,NA,NA
10561,Pleuricospora fimbriolata,1,0,EcM,EcM,EcM,NA,NA
10562,Pleurophyllum hookeri,1,0,AM,,AM,NA,NA
10563,Pleuropogon sabinei,2,0,NM-AM,AM,AM,NA,NA
10564,Pleurospermum simplex,1,1,AM,AM,AM,NA,3.223964749
10565,Pleurospermum uralense,4,4,AM,AM,AM,0.122438962,3.548198126
10566,Pleurostachys,1,0,AM,AM,NM-AM,NA,NA
10567,Pleurostylia opposita,1,1,AM,AM,AM,NA,-0.267585284
10568,Pleurothallis homalantha,1,0,AM,,OM,NA,NA
10569,Plinia rivularis,3,3,AM,AM,AM,0,-1.992430165
10570,Ploiarium alternifolium,1,1,AM,AM,AM,NA,-0.8001193
10571,Pluchea,1,1,AM,AM,AM,NA,-3.078568279
10572,Pluchea odorata,1,1,AM,AM,AM,NA,-0.557396816
10573,Pluchea rubelliflora,1,0,AM,AM,AM,NA,NA
10574,Pluchea tetranthera,1,0,AM,AM,AM,NA,NA
10575,Plumbago indica,1,1,AM,AM,AM,NA,0.84491804
10576,Plumbago zeylanica,3,2,AM,AM,AM,0.824199857,-1.382916608
10577,Plumeria obtusa,1,0,AM,AM,AM,NA,NA
10578,Plumeria rubra,1,0,AM,AM,AM,NA,NA
10579,Pneumatopteris pennigera,1,1,AM,AM,AM,NA,3.663561646
10580,Poa abbreviata,1,0,NM,,AM,NA,NA
10581,Poa acroleuca,2,0,AM,AM,AM,NA,NA
10582,Poa alpigena,4,1,AM,AM,AM,NA,1.752734218
10583,Poa alpina,35,20,NM-AM,AM,AM,1.880234573,0.792259122
10584,Poa angustifolia,14,12,AM,AM,AM,1.472213247,1.801815614
10585,Poa annua,31,10,NM-AM,AM,AM,2.255827342,-1.102449439
10586,Poa arctica,8,0,NM-AM,NM-AM,AM,NA,NA
10587,Poa attenuata,2,0,AM,AM,AM,NA,NA
10588,Poa bactriana,1,1,AM,AM,AM,NA,1.129592318
10589,Poa bucharica,2,2,AM,AM,AM,0.303193497,1.127797476
10590,Poa bulbosa,5,4,NM-AM,AM,AM,2.013209233,1.298156679
10591,Poa caucasica,1,1,AM,AM,AM,NA,-0.417149001
10592,Poa colensoi,1,0,AM,AM,AM,NA,NA
10593,Poa compressa,17,12,NM-AM,AM,AM,1.658201436,3.179852762
10594,Poa cookii,4,2,NM-AM,AM,AM,0,-3.331686778
10595,Poa cusickii,1,0,AM,AM,AM,NA,NA
10596,Poa flabellata,1,0,NM,,AM,NA,NA
10597,Poa flexuosa,3,0,NM-AM,AM,AM,NA,NA
10598,Poa foliosa,1,0,NM,,AM,NA,NA
10599,Poa fragilis,1,1,AM,AM,AM,NA,-1.701862756
10600,Poa glauca,3,1,AM,AM,AM,NA,0.694471028
10601,Poa iberica,3,3,AM,AM,AM,1.633678148,1.372965399
10602,Poa lanuginosa,1,0,AM,AM,AM,NA,NA
10603,Poa litorosa,1,0,NM,,AM,NA,NA
10604,Poa nemoralis,45,22,NM-AM,AM,AM,1.750543418,1.86394896
10605,Poa obvallata,2,0,AM,AM,AM,NA,NA
10606,Poa palustris,8,3,NM-AM,AM,AM,0.406956889,3.095198452
10607,Poa porphyroclados,1,0,AM,AM,AM,NA,NA
10608,Poa pratensis,33,11,NM-AM,AM,AM,2.056787697,0.992286932
10609,Poa sibirica,3,2,NM-AM,AM,AM,1.405435584,0.135799286
10610,Poa sieberiana,2,0,NM-AM,AM,AM,NA,NA
10611,Poa sphondylodes,2,1,AM,AM,AM,NA,2.415478143
10612,Poa szechuensis,1,0,AM,AM,AM,NA,NA
10613,Poa stiriaca,1,0,NM,,AM,NA,NA
10614,Poa stuckertii,1,1,AM,AM,AM,NA,-2.548906233
10615,Poa trivialis,13,9,NM-AM,AM,AM,0.880550357,1.959566779
10616,Poa versicolor,6,5,AM,AM,AM,0.389700736,-0.591428468
10617,Podalyria calyptrata,1,0,AM,AM,AM,NA,NA
10618,Podalyria cuneifolia,1,0,AM,AM,AM,NA,NA
10619,Podalyria sericea,2,1,AM,AM,AM,NA,1.133585591
10620,Podocarpus,1,1,AM,AM,AM,NA,0.224761447
10621,Podocarpus brassii,1,0,AM,AM,AM,NA,NA
10622,Podocarpus cunninghamii,1,1,AM,AM,AM,NA,-2.873089317
10623,Podocarpus elatus,3,0,AM,AM,AM,NA,NA
10624,Podocarpus elongatus,1,1,AM,AM,AM,NA,-0.045607904
10625,Podocarpus grayae,1,0,AM,AM,AM,NA,NA
10626,Podocarpus latifolius,2,0,AM,AM,AM,NA,NA
10627,Podocarpus lawrencei,3,0,AM,AM,AM,NA,NA
10628,Podocarpus macrophyllus,4,1,EcM-AM,AM,AM,NA,0.157263317
10629,Podocarpus madagascariensis,1,1,AM,AM,AM,NA,-3.078568279
10630,Podocarpus neriifolius,2,0,AM,AM,AM,NA,NA
10631,Podocarpus nubigenus,1,0,AM,AM,AM,NA,NA
10632,Podocarpus polystachyus,1,0,AM,AM,AM,NA,NA
10633,Podocarpus salignus,1,0,AM,,AM,NA,NA
10634,Podocarpus spinulosus,2,0,AM,AM,AM,NA,NA
10635,Podocarpus totara,3,2,AM,AM,AM,3.940450029,-0.08677038
10636,Podococcus barteri,2,0,AM,AM,AM,NA,NA
10637,Podolepis,1,0,EcM-AM,,EcM-AM,NA,NA
10638,Podolepis auriculata,1,0,EcM,,EcM-AM,NA,NA
10639,Podolepis canescens,2,0,EcM-AM,,EcM-AM,NA,NA
10640,Podolepis capillaris,1,0,EcM,EcM,EcM-AM,NA,NA
10641,Podolepis gracilis,2,0,EcM-AM,,EcM-AM,NA,NA
10642,Podolepis jaceoides,2,0,EcM-AM,,EcM-AM,NA,NA
10643,Podolepis kendallii,1,0,EcM,,EcM-AM,NA,NA
10644,Podolepis lessonii,1,0,EcM,,EcM-AM,NA,NA
10645,Podolepis muelleri,2,0,EcM-AM,,EcM-AM,NA,NA
10646,Podolepis rugata,3,0,EcM-AM,,EcM-AM,NA,NA
10647,Podolepis tepperi,2,0,EcM-AM,,EcM-AM,NA,NA
10648,Podophyllum hexandrum,1,1,AM,AM,AM,NA,0.586231455
10649,Podophyllum peltatum,6,1,AM,AM,AM,NA,1.133585591
10650,Podospermum alpigenum,2,2,AM,AM,AM,0,3.572897574
10651,Podospermum canum,6,3,AM,AM,AM,0.515954968,2.492674917
10652,Podospermum laciniatum subsp. decumbens,1,1,AM,AM,AM,NA,0.152293669
10653,Podospermum purpureum,1,1,AM,AM,AM,NA,3.658534285
10654,Podotheca angustifolia,3,0,EcM-AM,,EcM-AM,NA,NA
10655,Podotheca chrysantha,1,0,AM,AM,EcM-AM,NA,NA
10656,Podotheca gnaphalioides,1,0,EcM,,EcM-AM,NA,NA
10657,Podotheca uniseta,1,0,EcM,,EcM-AM,NA,NA
10658,Podotheca wilsonii,1,0,EcM,,EcM-AM,NA,NA
10659,Poecilanthe parviflora,3,2,AM,AM,AM,0.565769783,0.40005965
10660,Poga oleosa,1,0,AM,AM,AM,NA,NA
10661,Pogonatherum crinitum,3,0,NM-AM,AM,NM-AM,NA,NA
10662,Pogonatherum paniceum,1,0,AM,AM,NM-AM,NA,NA
10663,Pogonolepis,1,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
10664,Pogonolepis stricta,1,0,AM,AM,EcM-AM,NA,NA
10665,Pogostemon paludosus,1,1,AM,AM,AM,NA,-2.548906233
10666,Pogostemon plectrantoides,1,0,AM,,AM,NA,NA
10667,Polemonium acutiflorum,1,0,AM,AM,NM-AM,NA,NA
10668,Polemonium boreale,1,0,AM,AM,NM-AM,NA,NA
10669,Polemonium caeruleum,8,6,NM-AM,NM-AM,NM-AM,3.357416671,-0.390485936
10670,Polemonium chinense,1,0,,,NM-AM,NA,NA
10671,Polemonium confertum,1,0,NM,,NM-AM,NA,NA
10672,Polemonium viscosum,1,0,AM,,NM-AM,NA,NA
10673,Pollia japonica,1,0,NM,NM,NM-AM,NA,NA
10674,Pollia secundiflora,1,1,AM,AM,NM-AM,NA,1.248932401
10675,Pollia thyrsiflora,1,0,AM,AM,NM-AM,NA,NA
10676,Polpoda capensis,1,0,NM,NM,NM,NA,NA
10677,Polyalthia,2,0,AM,AM,AM,NA,NA
10678,Polyalthia australis,1,0,AM,AM,AM,NA,NA
10679,Polyalthia longifolia,2,1,AM,AM,AM,NA,-1.133585591
10680,Polyalthia suberosa,1,1,AM,AM,AM,NA,0.306374205
10681,Polyalthia viridis,2,0,AM,AM,AM,NA,NA
10682,Polybotrya crassirhizoma,1,1,AM,AM,AM,NA,-3.078568279
10683,Polycalymma stuartii,3,0,AM,AM,AM,NA,NA
10684,Polycarena capensis,1,0,NM,,AM,NA,NA
10685,Polycarpaea corymbosa,5,3,AM,AM,AM,0.495812069,-0.292376629
10686,Polycarpon prostratum,2,1,,,NM,NA,-3.663561646
10687,Polycarpon tetraphyllum,1,0,NM,NM,NM,NA,NA
10688,Polyctenium fremontii,1,0,NM,NM,NM,NA,NA
10689,Polygala,3,2,AM,AM,AM,1.298061015,0.493616864
10690,Polygala affinis,1,0,AM,AM,AM,NA,NA
10691,Polygala alpicola,8,8,AM,AM,AM,1.35041724,2.319021207
10692,Polygala amarella,4,0,NM-AM,AM,AM,NA,NA
10693,Polygala arvensis,3,1,AM,AM,AM,NA,0.114123703
10694,Polygala calcarea,1,0,AM,AM,AM,NA,NA
10695,Polygala comosa,6,6,AM,AM,AM,0.60746599,3.225684521
10696,Polygala erioptera,1,0,AM,,AM,NA,NA
10697,Polygala garcinii,1,0,AM,AM,AM,NA,NA
10698,Polygala lancifolia,2,1,AM,AM,AM,NA,0.152293669
10699,Polygala nicaeensis,1,0,AM,AM,AM,NA,NA
10700,Polygala orbicularis,1,0,AM,AM,AM,NA,NA
10701,Polygala paniculata,1,1,AM,AM,AM,NA,-0.70325928
10702,Polygala rosmarinifolia,1,1,AM,AM,AM,NA,0.504430718
10703,Polygala serpyllifolia,1,0,AM,AM,AM,NA,NA
10704,Polygala sibirica,1,0,AM,AM,AM,NA,NA
10705,Polygala smallii,1,0,AM,AM,AM,NA,NA
10706,Polygala tatarinowii,1,1,AM,AM,AM,NA,3.663561646
10707,Polygala verticillata,1,1,AM,AM,AM,NA,-1.603449871
10708,Polygala vulgaris,6,1,EcM-AM,AM,AM,NA,3.657204673
10709,Polygonatum,1,1,AM,AM,AM,NA,3.078568279
10710,Polygonatum falcatum,1,0,AM,AM,AM,NA,NA
10711,Polygonatum glaberrimum,2,1,AM,AM,AM,NA,-0.417149001
10712,Polygonatum hirtum,1,1,AM,AM,AM,NA,-3.078568279
10713,Polygonatum multiflorum,8,1,NM-AM,AM,AM,NA,3.505969565
10714,Polygonatum odoratum,13,8,NM-AM,AM,AM,2.376797939,2.57011933
10715,Polygonatum pubescens,1,1,AM,AM,AM,NA,-1.352266952
10716,Polygonatum sewerzowii,1,1,AM,AM,AM,NA,1.752734218
10717,Polygonatum sibiricum,1,0,,,AM,NA,NA
10718,Polygonatum verticillatum,8,2,NM-AM,AM,AM,0,3.505969565
10719,Polygonum,3,1,AM,,NM-AM,NA,-3.663561646
10720,Polygonum arenarium,1,1,NM,NM,NM-AM,NA,-3.663561646
10721,Polygonum aviculare,22,4,NM-AM,NM,NM-AM,0,-3.663561646
10722,Polygonum biaristatum,4,4,NM,NM,NM-AM,0,-3.663561646
10723,Polygonum douglasii,1,0,NM,NM,NM-AM,NA,NA
10724,Polygonum equisetiforme,2,0,EcM,,NM-AM,NA,NA
10725,Polygonum hydropiperoides,1,1,,,NM-AM,NA,-3.663561646
10726,Polygonum lapathifolium,2,2,AM,AM,NM-AM,0.681660193,-3.181555101
10727,Polygonum maritimum,17,0,NM-EcM-AM,NM,NM-AM,NA,NA
10728,Polygonum patulum,2,0,NM-AM,NM,NM-AM,NA,NA
10729,Polygonum plebejum,3,1,NM-AM,,NM-AM,NA,-3.663561646
10730,Polygonum posumbu,2,0,AM,,NM-AM,NA,NA
10731,Polygonum sinense,1,1,,,NM-AM,NA,-3.663561646
10732,Polygonum weyrichii,6,1,NM-EcM-AM,NM,NM-AM,NA,-3.663561646
10733,Polylepis australis,1,1,AM,AM,AM,NA,-2.548906233
10734,Polymeria ambigua,2,1,AM,AM,AM,NA,-2.873089317
10735,Polyphlebium colensoi,1,1,AM,AM,AM,NA,-0.669985891
10736,Polyphlebium venosum,1,1,AM,AM,AM,NA,3.663561646
10737,Polypodiodes amoena,2,0,AM,AM,AM,NA,NA
10738,Polypodiodes lachnopus,1,1,AM,AM,AM,NA,1.32915
10739,Polypodium,1,0,NM,,NM-AM,NA,NA
10740,Polypodium fauriei,1,0,AM,AM,NM-AM,NA,NA
10741,Polypodium glycyrrhiza,1,0,AM,AM,NM-AM,NA,NA
10742,Polypodium pleurosorum,2,0,NM,NM,NM-AM,NA,NA
10743,Polypodium subpetiolatum,1,0,NM,NM,NM-AM,NA,NA
10744,Polypodium virginianum,1,0,AM,AM,NM-AM,NA,NA
10745,Polypodium vulgare,17,7,NM-AM,NM-AM,NM-AM,3.11267733,-0.40825336
10746,Polypogon fugax,2,1,NM-AM,NM-AM,NM-AM,NA,-0.184824343
10747,Polypogon magellanicus,3,1,NM-AM,AM,NM-AM,NA,-2.085643986
10748,Polypogon monspeliensis,4,2,NM-AM,NM-AM,NM-AM,0,-3.663561646
10749,Polyscias aculeata,1,1,AM,AM,AM,NA,-3.078568279
10750,Polyscias australiana,1,0,AM,AM,AM,NA,NA
10751,Polyscias cumingiana,1,0,AM,AM,AM,NA,NA
10752,Polyscias fruticosa,4,4,AM,AM,AM,0.274359939,-2.065527929
10753,Polyscias guilfoylei,1,0,AM,,AM,NA,NA
10754,Polysphaeria macrophylla,1,0,AM,AM,AM,NA,NA
10755,Polystichum,1,1,AM,AM,AM,NA,-0.033443117
10756,Polystichum acrostichoides,1,0,AM,AM,AM,NA,NA
10757,Polystichum aculeatum,4,1,AM,AM,AM,NA,1.170027575
10758,Polystichum anomalum,1,0,AM,AM,AM,NA,NA
10759,Polystichum attenuatum,1,0,AM,AM,AM,NA,NA
10760,Polystichum braunii,2,1,NM-AM,AM,AM,NA,-0.417149001
10761,Polystichum chilense,1,1,AM,AM,AM,NA,3.663561646
10762,Polystichum chingae,1,0,AM,AM,AM,NA,NA
10763,Polystichum craspedosorum,2,1,AM,AM,AM,NA,-2.699548556
10764,Polystichum cystostegia,1,1,AM,AM,AM,NA,3.663561646
10765,Polystichum dielsii,1,0,AM,AM,AM,NA,NA
10766,Polystichum japonicum,1,0,AM,AM,AM,NA,NA
10767,Polystichum lehmannii,2,2,AM,AM,AM,0,-3.078568279
10768,Polystichum lentum,2,2,AM,AM,AM,0.497937006,0.567625119
10769,Polystichum lepidocaulon,2,1,AM,AM,AM,NA,-2.699548556
10770,Polystichum lonchitis,4,0,AM,AM,AM,NA,NA
10771,Polystichum luctuosum,3,1,NM-AM,AM,AM,NA,-2.699548556
10772,Polystichum mohrioides,1,0,AM,AM,AM,NA,NA
10773,Polystichum montevidense,1,1,AM,AM,AM,NA,-2.873089317
10774,Polystichum monticola,1,0,NM,,AM,NA,NA
10775,Polystichum munitum,1,0,AM,AM,AM,NA,NA
10776,Polystichum muricatum,1,1,AM,AM,AM,NA,-3.078568279
10777,Polystichum orbiculatum,1,1,AM,AM,AM,NA,0.937033258
10778,Polystichum ordinatum,1,0,NM,,AM,NA,NA
10779,Polystichum piceopaleaceum,2,2,AM,AM,AM,0.647187275,1.01215643
10780,Polystichum pycnopterum,1,0,AM,AM,AM,NA,NA
10781,Polystichum richardii,1,1,AM,AM,AM,NA,3.663561646
10782,Polystichum semifertile,1,1,AM,AM,AM,NA,0.704117311
10783,Polystichum setiferum,1,1,AM,AM,AM,NA,-0.417149001
10784,Polystichum silvaticum,1,1,AM,AM,AM,NA,3.663561646
10785,Polystichum transvaalense,1,0,NM,,AM,NA,NA
10786,Polystichum tripteron,2,1,AM,AM,AM,NA,-2.699548556
10787,Polystichum wilsonii,1,0,NM,,AM,NA,NA
10788,Polystichum yunnanense,1,0,AM,AM,AM,NA,NA
10789,Polytrias indica,1,0,,,uncertain,NA,NA
10790,Pomaderris apetala,2,0,EcM,EcM,EcM,NA,NA
10791,Pomaderris aspera,2,0,EcM,EcM,EcM,NA,NA
10792,Pomaderris elliptica,1,0,EcM,EcM,EcM,NA,NA
10793,Pomaderris eriocephala,1,0,EcM,EcM,EcM,NA,NA
10794,Pomaderris obcordata,1,0,EcM-AM,EcM-AM,EcM,NA,NA
10795,Pomatocalpa macphersonii,1,0,OM,OM,OM,NA,NA
10796,Pommereulla cornucopiae,1,1,AM,AM,AM,NA,0
10797,Pongamia pinnata,13,10,AM,AM,AM,1.366242345,0.327164949
10798,Pontechium maculatum,3,3,NM,NM,NM-AM,0,-3.663561646
10799,Pontederia cordata,3,3,AM,AM,NM-AM,0.508448799,-2.285983215
10800,Populus,3,0,EcM,EcM,EcM-AM,NA,NA
10801,Populus ýýberolinensis,3,0,EcM,EcM,EcM-AM,NA,NA
10802,Populus ýýcanadensis,3,0,EcM-AM,EcM-AM,EcM-AM,NA,NA
10803,Populus adenopoda,1,0,EcM,EcM,EcM-AM,NA,NA
10804,Populus alba,19,1,NM-EcM-AM,EcM-AM,EcM-AM,NA,-2.873089317
10805,Populus angustifolia,3,0,NM-EcM,EcM,EcM-AM,NA,NA
